accuracy_base,accuracy_base_err,accuracy_large,accuracy_large_err,dynamic_accuracy,dynamic_accuracy_err,cost_base,cost_large,dynamic_cost,ibc_base2large,ibc_base2large_err,ibc_base2model,ibc_base2model_err,ibc_large2model,ibc_large2model_err,dibc_base2large,dibc_base2large_err,experiment_name,subject
,,,,,,0.0,0.0,0.0,,,,,,,,,self_verification_1_base,abstract_algebra
0.5481481481481482,0.04283316090150368,0.7407407407407407,0.03771667238646782,0.6666666666666666,0.04072314811876841,939504.0,4396252.0,3247373.0,5.5714964640926255e-08,1.6510350614742357e-08,5.135409267966183e-08,2.560893542917659e-08,6.447508751928973e-08,4.8313229889962934e-08,-7.827110704223762,53.46746586427128,self_verification_1_base,anatomy
0.5592105263157895,0.040269986340015655,0.8355263157894737,0.030068134406091428,0.7171052631578947,0.03665349695640767,1037568.0,4618194.0,3743585.5,7.716968749980706e-08,1.403580956339914e-08,5.8349488442741116e-08,2.012300244712513e-08,1.3539892721323767e-07,5.42054643154799e-08,-24.38807213922306,29.480575956811393,self_verification_1_base,astronomy
0.55,0.049749371855331,0.72,0.044899888641287286,0.66,0.04760952285695234,674028.0,3199504.0,2639052.5,6.731404297645272e-08,2.6535561498531772e-08,5.5978945809581505e-08,3.50426983821552e-08,1.0705654280522033e-07,1.1676672532111961e-07,-16.839126972118393,61.52056818586408,self_verification_1_base,business_ethics
0.6264150943396226,0.029716853989454912,0.7735849056603774,0.025708914788513115,0.7018867924528301,0.028152837942493784,1846545.0,8632260.0,6847726.5,2.1688180437986976e-08,5.7907340214017564e-09,1.509077367282262e-08,8.185064575108394e-09,4.017751037318563e-08,2.136423674911823e-08,-30.41936498097812,42.06459944917551,self_verification_1_base,clinical_knowledge
0.5833333333333334,0.04108388738263623,0.8125,0.03252603124165832,0.7152777777777778,0.037738099906869334,984012.0,4519256.0,3785715.0,6.482343698671623e-08,1.4822358435500738e-08,4.709437240294364e-08,1.9911372030785665e-08,1.325382251601781e-07,6.791814992613424e-08,-27.34977564889944,34.92063879618552,self_verification_1_base,college_biology
0.3,0.04582575694955839,0.53,0.04990991885387112,0.42,0.04960449637488583,684456.0,3194128.0,2903412.5,9.16454421135511e-08,2.6998316300273378e-08,5.407947384277249e-08,3.043424213450723e-08,3.783767979347508e-07,2.420498709129948e-07,-40.99054727046152,37.483552371664516,self_verification_1_base,college_chemistry
0.43,0.04950757517794625,0.7,0.0458257569495584,0.62,0.048783173121456344,667452.0,3114776.0,2499086.0,1.1032458309565875e-07,2.756525082175132e-08,1.037325142468419e-07,3.7946414070114556e-08,1.2993551949844883e-07,1.087094040485969e-07,-5.975158630874766,41.65259106749086,self_verification_1_base,college_computer_science
0.39,0.048774993593028795,0.54,0.049839743177508444,0.56,0.049888765156985884,684786.0,3195668.0,2812910.5,5.97399638852005e-08,2.7773194234712968e-08,7.988254446579607e-08,3.278485723482669e-08,-5.225240524352891e-08,1.842386185522258e-07,33.71709534224463,82.92318750390906,self_verification_1_base,college_mathematics
0.49710982658959535,0.038013660983569376,0.6878612716763006,0.03522907222031022,0.6473988439306358,0.03643037168958545,1158312.0,5405456.0,4204793.5,4.491287441318337e-08,1.2202988451165859e-08,4.933199736845292e-08,1.7282817710183427e-08,3.370008453305136e-08,4.220836271025712e-08,9.839323385573357,48.69720627843462,self_verification_1_base,college_medicine
0.38235294117647056,0.048117418633817924,0.7156862745098039,0.04466426292055084,0.6078431372549019,0.04858083574266346,696294.0,3249372.0,2822822.5,1.3056135900796347e-07,2.571483483401521e-08,1.0603676182963517e-07,3.2154178321325054e-08,2.5282678154564014e-07,1.5471212186216255e-07,-18.78396285445561,29.36651038291393,self_verification_1_base,college_physics
0.72,0.04489988864128729,0.75,0.04330127018922193,0.77,0.04229525846816507,680997.0,3246236.0,2810565.0,1.1694816740272555e-08,2.4316596112488065e-08,2.347894032968191e-08,2.8965396460128145e-08,-4.590619986182238e-08,1.3893526535187393e-07,100.76364470790946,485.3869114687681,self_verification_1_base,computer_security
